Zone,Vegetation,Year,Date,Species,Length,Dominant_age_group,Latitude,Longitude
4,Eelgrass,2008,5/28/2008,Surf_smelt,75,Yes,48.2844,-122.47716
4,Eelgrass,2008,5/28/2008,Surf_smelt,75,Yes,48.2844,-122.47716
4,Eelgrass,2008,5/28/2008,Surf_smelt,76,Yes,48.2844,-122.47716
1,Eelgrass,2008,5/28/2008,Surf_smelt,125,No,48.37636,-122.55731
1,Eelgrass,2008,5/28/2008,Surf_smelt,134,No,48.37636,-122.55731
1,Eelgrass,2008,5/28/2008,Surf_smelt,137,No,48.37636,-122.55731
4,Eelgrass,2008,5/28/2008,Surf_smelt,149,No,48.2844,-122.47716
4,Eelgrass,2008,5/28/2008,Surf_smelt,151,No,48.28379,-122.48098
4,Eelgrass,2008,5/28/2008,Surf_smelt,157,No,48.2844,-122.47716
4,Eelgrass,2008,5/28/2008,Surf_smelt,158,No,48.28379,-122.48098
3,Eelgrass,2008,6/25/2008,Surf_smelt,60,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,67,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,67,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,68,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,68,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,69,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,69,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,69,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,70,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,73,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,73,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,74,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,75,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,75,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,75,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,76,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,77,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,78,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,78,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,78,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,78,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,78,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,80,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,80,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,80,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,81,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,82,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,82,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,82,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,83,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,83,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,83,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,83,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,84,Yes,48.32771,-122.50257
3,Eelgrass,2008,6/25/2008,Surf_smelt,84,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,85,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,85,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,86,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,87,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,88,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,88,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,89,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,89,Yes,48.32099,-122.4946
3,Eelgrass,2008,6/25/2008,Surf_smelt,90,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,90,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,91,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,92,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,92,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,93,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,97,Yes,48.32588,-122.50449
3,Eelgrass,2008,6/25/2008,Surf_smelt,97,Yes,48.32099,-122.4946
1,Eelgrass,2008,6/26/2008,Surf_smelt,59,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,62,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,63,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,63,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,65,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,65,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,65,Yes,48.3743,-122.54983
4,Eelgrass,2008,6/26/2008,Surf_smelt,65,Yes,48.28379,-122.48098
1,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.3743,-122.54983
2,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.335,-122.507
4,Eelgrass,2008,6/26/2008,Surf_smelt,66,Yes,48.28379,-122.48098
1,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.3743,-122.54983
2,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.335,-122.507
3,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.31433,-122.48329
3,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.31433,-122.48329
4,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.28379,-122.48098
4,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.28379,-122.48098
1,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.3743,-122.54983
4,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.28379,-122.48098
4,Eelgrass,2008,6/26/2008,Surf_smelt,67,Yes,48.28379,-122.48098
1,Eelgrass,2008,6/26/2008,Surf_smelt,68,Yes,48.3743,-122.54983
1,Eelgrass,2008,6/26/2008,Surf_smelt,69,Yes,48.3743,-122.54983
4,Eelgrass,2008,6/26/2008,Surf_smelt,69,Yes,48.28379,-122.48098
2,Eelgrass,2008,6/26/2008,Surf_smelt,70,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,70,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,70,Yes,48.3335,-122.509
4,Eelgrass,2008,6/26/2008,Surf_smelt,70,Yes,48.28379,-122.48098
2,Eelgrass,2008,6/26/2008,Surf_smelt,71,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,71,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,71,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,71,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.3335,-122.509
4,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.28379,-122.48098
4,Eelgrass,2008,6/26/2008,Surf_smelt,72,Yes,48.28379,-122.48098
2,Eelgrass,2008,6/26/2008,Surf_smelt,73,Yes,48.335,-122.507
3,Eelgrass,2008,6/26/2008,Surf_smelt,73,Yes,48.31433,-122.48329
2,Eelgrass,2008,6/26/2008,Surf_smelt,74,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,74,Yes,48.3335,-122.509
4,Eelgrass,2008,6/26/2008,Surf_smelt,74,Yes,48.28379,-122.48098
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,75,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,76,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,76,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.3335,-122.509
3,Eelgrass,2008,6/26/2008,Surf_smelt,77,Yes,48.31433,-122.48329
2,Eelgrass,2008,6/26/2008,Surf_smelt,78,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,78,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,78,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,78,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,78,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,79,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,79,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,79,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,79,Yes,48.3335,-122.509
3,Eelgrass,2008,6/26/2008,Surf_smelt,79,Yes,48.31433,-122.48329
2,Eelgrass,2008,6/26/2008,Surf_smelt,80,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,80,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,81,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,81,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,83,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,83,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,83,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,84,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,84,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,85,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,85,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,86,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,86,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,87,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,88,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,88,Yes,48.3335,-122.509
1,Eelgrass,2008,6/26/2008,Surf_smelt,89,Yes,48.3743,-122.54983
2,Eelgrass,2008,6/26/2008,Surf_smelt,89,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,90,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,90,Yes,48.3335,-122.509
1,Eelgrass,2008,6/26/2008,Surf_smelt,90,Yes,48.3743,-122.54983
2,Eelgrass,2008,6/26/2008,Surf_smelt,90,Yes,48.335,-122.507
2,Eelgrass,2008,6/26/2008,Surf_smelt,91,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,92,Yes,48.3335,-122.509
2,Eelgrass,2008,6/26/2008,Surf_smelt,93,Yes,48.33512,-122.5183
4,Eelgrass,2008,6/26/2008,Surf_smelt,93,Yes,48.28379,-122.48098
2,Eelgrass,2008,6/26/2008,Surf_smelt,94,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,95,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,95,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,96,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,97,Yes,48.33512,-122.5183
1,Eelgrass,2008,6/26/2008,Surf_smelt,98,Yes,48.37634,-122.55409
2,Eelgrass,2008,6/26/2008,Surf_smelt,101,Yes,48.33512,-122.5183
2,Eelgrass,2008,6/26/2008,Surf_smelt,106,Yes,48.33512,-122.5183
4,Eelgrass,2008,7/14/2008,Surf_smelt,51,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,53,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,54,No,48.29632,-122.45766
1,Eelgrass,2008,7/14/2008,Surf_smelt,55,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,55,No,48.37636,-122.55731
4,Eelgrass,2008,7/14/2008,Surf_smelt,55,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,56,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,57,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,58,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,58,No,48.29632,-122.45766
1,Eelgrass,2008,7/14/2008,Surf_smelt,59,No,48.37636,-122.55731
4,Eelgrass,2008,7/14/2008,Surf_smelt,59,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,59,No,48.29632,-122.45766
1,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.37636,-122.55731
4,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,60,No,48.29632,-122.45766
1,Eelgrass,2008,7/14/2008,Surf_smelt,61,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,61,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,61,No,48.37636,-122.55731
4,Eelgrass,2008,7/14/2008,Surf_smelt,61,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,63,No,48.28379,-122.48098
4,Eelgrass,2008,7/14/2008,Surf_smelt,64,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,66,No,48.29408,-122.47798
1,Eelgrass,2008,7/14/2008,Surf_smelt,67,No,48.37636,-122.55731
1,Eelgrass,2008,7/14/2008,Surf_smelt,68,No,48.37636,-122.55731
4,Eelgrass,2008,7/14/2008,Surf_smelt,68,No,48.28379,-122.48098
4,Eelgrass,2008,7/14/2008,Surf_smelt,68,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,68,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,69,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,70,No,48.28379,-122.48098
4,Eelgrass,2008,7/14/2008,Surf_smelt,70,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,73,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,73,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,74,No,48.29408,-122.47798
4,Eelgrass,2008,7/14/2008,Surf_smelt,74,No,48.29632,-122.45766
4,Eelgrass,2008,7/14/2008,Surf_smelt,78,No,48.29632,-122.45766
3,Eelgrass,2008,7/14/2008,Surf_smelt,92,Yes,48.31433,-122.48329
3,Eelgrass,2008,7/14/2008,Surf_smelt,97,Yes,48.31433,-122.48329
3,Eelgrass,2008,7/14/2008,Surf_smelt,102,Yes,48.31433,-122.48329
3,Eelgrass,2008,7/14/2008,Surf_smelt,105,Yes,48.31433,-122.48329
3,Eelgrass,2008,7/14/2008,Surf_smelt,108,Yes,48.31433,-122.48329
3,Eelgrass,2008,7/14/2008,Surf_smelt,111,Yes,48.31433,-122.48329
2,Eelgrass,2008,7/15/2008,Surf_smelt,63,No,48.33233,-122.52127
3,Eelgrass,2008,7/15/2008,Surf_smelt,75,No,48.32771,-122.50257
3,Eelgrass,2008,7/15/2008,Surf_smelt,89,Yes,48.32771,-122.50257
3,Eelgrass,2008,7/15/2008,Surf_smelt,90,Yes,48.32771,-122.50257
1,Eelgrass,2008,7/15/2008,Surf_smelt,92,Yes,48.37638,-122.5559
1,Eelgrass,2008,7/15/2008,Surf_smelt,93,Yes,48.37634,-122.55409
1,Eelgrass,2008,7/15/2008,Surf_smelt,96,Yes,48.37638,-122.5559
1,Eelgrass,2008,7/15/2008,Surf_smelt,97,Yes,48.3743,-122.54983
1,Eelgrass,2008,7/15/2008,Surf_smelt,97,Yes,48.3743,-122.54983
1,Eelgrass,2008,7/15/2008,Surf_smelt,98,Yes,48.37638,-122.5559
1,Eelgrass,2008,7/15/2008,Surf_smelt,100,Yes,48.37634,-122.55409
1,Eelgrass,2008,7/15/2008,Surf_smelt,101,Yes,48.3743,-122.54983
3,Eelgrass,2008,7/15/2008,Surf_smelt,101,Yes,48.31278,-122.48617
3,Eelgrass,2008,7/15/2008,Surf_smelt,101,Yes,48.32588,-122.50449
1,Eelgrass,2008,7/15/2008,Surf_smelt,106,Yes,48.37638,-122.5559
1,Eelgrass,2008,7/15/2008,Surf_smelt,107,Yes,48.37634,-122.55409
1,Eelgrass,2008,7/15/2008,Surf_smelt,110,Yes,48.3743,-122.54983
3,Eelgrass,2008,7/15/2008,Surf_smelt,111,Yes,48.32588,-122.50449
1,Eelgrass,2008,7/15/2008,Surf_smelt,112,Yes,48.37634,-122.55409
3,Eelgrass,2008,7/15/2008,Surf_smelt,124,No,48.31278,-122.48617
1,Eelgrass,2008,7/15/2008,Surf_smelt,147,No,48.37638,-122.5559
1,Eelgrass,2008,8/18/2008,Surf_smelt,63,No,48.37638,-122.5559
2,Eelgrass,2008,8/18/2008,Surf_smelt,83,Yes,48.33233,-122.52127
2,Eelgrass,2008,8/18/2008,Surf_smelt,85,Yes,48.33233,-122.52127
3,Eelgrass,2008,8/18/2008,Surf_smelt,89,Yes,48.32771,-122.50257
1,Eelgrass,2008,8/18/2008,Surf_smelt,92,Yes,48.37636,-122.55731
1,Eelgrass,2008,8/18/2008,Surf_smelt,95,Yes,48.37636,-122.55731
3,Eelgrass,2008,8/18/2008,Surf_smelt,96,Yes,48.3223,-122.4929
1,Eelgrass,2008,8/18/2008,Surf_smelt,97,Yes,48.37638,-122.5559
3,Eelgrass,2008,8/18/2008,Surf_smelt,101,Yes,48.32099,-122.4946
3,Eelgrass,2008,8/18/2008,Surf_smelt,110,Yes,48.32771,-122.50257
1,Eelgrass,2008,8/18/2008,Surf_smelt,111,Yes,48.37638,-122.5559
3,Eelgrass,2008,8/18/2008,Surf_smelt,133,Yes,48.32099,-122.4946
1,Eelgrass,2008,8/18/2008,Surf_smelt,135,Yes,48.37638,-122.5559
1,Eelgrass,2008,8/18/2008,Surf_smelt,148,No,48.37636,-122.55731
1,Eelgrass,2008,8/18/2008,Surf_smelt,152,No,48.37636,-122.55731
1,Eelgrass,2008,8/18/2008,Surf_smelt,159,No,48.37636,-122.55731
4,Eelgrass,2008,8/19/2008,Surf_smelt,75,No,48.29408,-122.47798
4,Eelgrass,2008,8/19/2008,Surf_smelt,82,Yes,48.29408,-122.47798
4,Eelgrass,2008,8/19/2008,Surf_smelt,87,Yes,48.29408,-122.47798
3,Eelgrass,2008,8/19/2008,Surf_smelt,89,Yes,48.31565,-122.48015
4,Eelgrass,2008,8/19/2008,Surf_smelt,89,Yes,48.29408,-122.47798
4,Eelgrass,2008,8/19/2008,Surf_smelt,90,Yes,48.28379,-122.48098
3,Eelgrass,2008,8/19/2008,Surf_smelt,97,Yes,48.32588,-122.50449
4,Eelgrass,2008,8/19/2008,Surf_smelt,98,Yes,48.29408,-122.47798
4,Eelgrass,2008,8/19/2008,Surf_smelt,106,Yes,48.29408,-122.47798
4,Eelgrass,2008,8/19/2008,Surf_smelt,117,Yes,48.29408,-122.47798
2,Eelgrass,2008,8/19/2008,Surf_smelt,124,Yes,48.335,-122.507
4,Eelgrass,2008,8/19/2008,Surf_smelt,160,No,48.28379,-122.48098
4,Eelgrass,2008,9/15/2008,Surf_smelt,97,Yes,48.30422,-122.47932
4,Eelgrass,2008,9/15/2008,Surf_smelt,161,No,48.29632,-122.45766
3,Eelgrass,2008,9/16/2008,Surf_smelt,76,No,48.3223,-122.4929
3,Eelgrass,2008,9/16/2008,Surf_smelt,76,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,78,No,48.3223,-122.4929
3,Eelgrass,2008,9/16/2008,Surf_smelt,78,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,78,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,79,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,80,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,81,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,83,No,48.32588,-122.50449
2,Eelgrass,2008,9/16/2008,Surf_smelt,89,Yes,48.33512,-122.5183
1,Eelgrass,2008,9/16/2008,Surf_smelt,93,Yes,48.3743,-122.54983
3,Eelgrass,2008,9/16/2008,Surf_smelt,94,Yes,48.32588,-122.50449
1,Eelgrass,2008,9/16/2008,Surf_smelt,94,Yes,48.37638,-122.5559
1,Eelgrass,2008,9/16/2008,Surf_smelt,95,Yes,48.37638,-122.5559
2,Eelgrass,2008,9/16/2008,Surf_smelt,96,Yes,48.33233,-122.52127
3,Eelgrass,2008,9/16/2008,Surf_smelt,97,Yes,48.32099,-122.4946
1,Eelgrass,2008,9/16/2008,Surf_smelt,97,Yes,48.37638,-122.5559
2,Eelgrass,2008,9/16/2008,Surf_smelt,98,Yes,48.33233,-122.52127
1,Eelgrass,2008,9/16/2008,Surf_smelt,98,Yes,48.37638,-122.5559
1,Eelgrass,2008,9/16/2008,Surf_smelt,102,Yes,48.3743,-122.54983
3,Eelgrass,2008,9/16/2008,Surf_smelt,103,Yes,48.32588,-122.50449
1,Eelgrass,2008,9/16/2008,Surf_smelt,105,Yes,48.3743,-122.54983
3,Eelgrass,2008,9/16/2008,Surf_smelt,107,Yes,48.32588,-122.50449
2,Eelgrass,2008,9/16/2008,Surf_smelt,107,Yes,48.33512,-122.5183
1,Eelgrass,2008,9/16/2008,Surf_smelt,107,Yes,48.37636,-122.55731
2,Eelgrass,2008,9/16/2008,Surf_smelt,110,Yes,48.33233,-122.52127
2,Eelgrass,2008,9/16/2008,Surf_smelt,113,Yes,48.33233,-122.52127
2,Eelgrass,2008,9/16/2008,Surf_smelt,114,Yes,48.33233,-122.52127
2,Eelgrass,2008,9/16/2008,Surf_smelt,115,Yes,48.33233,-122.52127
3,Eelgrass,2008,9/16/2008,Surf_smelt,123,Yes,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,124,Yes,48.32678,-122.50353
2,Eelgrass,2008,9/16/2008,Surf_smelt,124,Yes,48.33233,-122.52127
3,Eelgrass,2008,9/16/2008,Surf_smelt,130,Yes,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,132,Yes,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,133,Yes,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,136,Yes,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,140,Yes,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,146,No,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,147,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,149,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,152,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,153,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,154,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,154,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,154,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,156,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,157,No,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,157,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,159,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,159,No,48.32678,-122.50353
3,Eelgrass,2008,9/16/2008,Surf_smelt,159,No,48.32588,-122.50449
3,Eelgrass,2008,9/16/2008,Surf_smelt,159,No,48.32588,-122.50449
